,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
562,M. Night Shyamalan,Bruce Willis,Drama Mystery Sci-Fi Thriller,Robin Wright,Unbreakable,Michael Kelly,M. Night Shyamalan Bruce Willis Drama Mystery Sci-Fi Thriller Robin Wright Michael Kelly
563,Kyle Balda,Jon Hamm,Action Animation Comedy Family Sci-Fi,Steve Carell,Minions,Steve Coogan,Kyle Balda Jon Hamm Action Animation Comedy Family Sci-Fi Steve Carell Steve Coogan
564,Zack Snyder,Abbie Cornish,Action Fantasy,Jon Hamm,Sucker Punch,Scott Glenn,Zack Snyder Abbie Cornish Action Fantasy Jon Hamm Scott Glenn
565,Brian De Palma,Mike Starr,Crime Mystery Thriller,Nicolas Cage,Snake Eyes,John Heard,Brian De Palma Mike Starr Crime Mystery Thriller Nicolas Cage John Heard
566,Barry Levinson,James Pickens Jr.,Drama Mystery Sci-Fi Thriller,Peter Coyote,Sphere,Huey Lewis,Barry Levinson James Pickens Jr. Drama Mystery Sci-Fi Thriller Peter Coyote Huey Lewis
567,Clay Kaytis,Josh Gad,Action Animation Comedy Family,Peter Dinklage,The Angry Birds Movie,Keegan-Michael Key,Clay Kaytis Josh Gad Action Animation Comedy Family Peter Dinklage Keegan-Michael Key
568,Andy Tennant,Ray Winstone,Action Adventure Comedy Romance Thriller,Matthew McConaughey,Fool's Gold,Alexis Dziena,Andy Tennant Ray Winstone Action Adventure Comedy Romance Thriller Matthew McConaughey Alexis Dziena
569,Judd Apatow,RZA,Comedy Drama,Adam Sandler,Funny People,Maude Apatow,Judd Apatow RZA Comedy Drama Adam Sandler Maude Apatow
570,Peter Berg,Frances Fisher,Action Drama Thriller,Jennifer Garner,The Kingdom,Tim McGraw,Peter Berg Frances Fisher Action Drama Thriller Jennifer Garner Tim McGraw
571,Adam McKay,Leslie Bibb,Action Comedy Sport,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,Gary Cole,Adam McKay Leslie Bibb Action Comedy Sport Will Ferrell Gary Cole
572,Steve Carr,Jeffrey Jones,Comedy Family Fantasy,Raven-Symoné,Dr. Dolittle 2,Kevin Pollak,Steve Carr Jeffrey Jones Comedy Family Fantasy Raven-Symoné Kevin Pollak
573,Mel Gibson,Patrick McGoohan,Biography Drama History War,Mhairi Calvey,Braveheart,James Robinson,Mel Gibson Patrick McGoohan Biography Drama History War Mhairi Calvey James Robinson
574,Sam Mendes,Brian Geraghty,Action Drama War,Jake Gyllenhaal,Jarhead,James Morrison,Sam Mendes Brian Geraghty Action Drama War Jake Gyllenhaal James Morrison
575,David Silverman,Yeardley Smith,Adventure Animation Comedy,Albert Brooks,The Simpsons Movie,Marcia Wallace,David Silverman Yeardley Smith Adventure Animation Comedy Albert Brooks Marcia Wallace
576,Frank Darabont,Hal Holbrook,Drama Romance,Martin Landau,The Majestic,Jeffrey DeMunn,Frank Darabont Hal Holbrook Drama Romance Martin Landau Jeffrey DeMunn
577,Renny Harlin,Estella Warren,Action Drama Sport,Sylvester Stallone,Driven,Cristián de la Fuente,Renny Harlin Estella Warren Action Drama Sport Sylvester Stallone Cristián de la Fuente
578,Jean-Jacques Annaud,Jean-Claude Dreyfus,Adventure Drama Family,David Gant,Two Brothers,Oanh Nguyen,Jean-Jacques Annaud Jean-Claude Dreyfus Adventure Drama Family David Gant Oanh Nguyen
579,M. Night Shyamalan,Judy Greer,Drama Mystery Romance Thriller,Bryce Dallas Howard,The Village,William Hurt,M. Night Shyamalan Judy Greer Drama Mystery Romance Thriller Bryce Dallas Howard William Hurt
580,Betty Thomas,Raven-Symoné,Comedy Family Fantasy,Oliver Platt,Doctor Dolittle,Peter Boyle,Betty Thomas Raven-Symoné Comedy Family Fantasy Oliver Platt Peter Boyle
581,M. Night Shyamalan,Merritt Wever,Drama Sci-Fi Thriller,Rory Culkin,Signs,Cherry Jones,M. Night Shyamalan Merritt Wever Drama Sci-Fi Thriller Rory Culkin Cherry Jones
582,Andrew Adamson,Jennifer Saunders,Adventure Animation Comedy Family Fantasy Romance,Rupert Everett,Shrek 2,Conrad Vernon,Andrew Adamson Jennifer Saunders Adventure Animation Comedy Family Fantasy Romance Rupert Everett Conrad Vernon
583,John Lasseter,Cheech Marin,Adventure Animation Comedy Family Sport,John Ratzenberger,Cars,George Carlin,John Lasseter Cheech Marin Adventure Animation Comedy Family Sport John Ratzenberger George Carlin
584,Garry Marshall,Christopher Meloni,Comedy Romance,Julia Roberts,Runaway Bride,Hector Elizondo,Garry Marshall Christopher Meloni Comedy Romance Julia Roberts Hector Elizondo
585,Rob Cohen,Eve,Action Adventure Thriller,Vin Diesel,xXx,Leila Arcieri,Rob Cohen Eve Action Adventure Thriller Vin Diesel Leila Arcieri
586,Paul Tibbitt,Billy West,Adventure Animation Comedy Family Fantasy,Tim Conway,The SpongeBob Movie: Sponge Out of Water,Eddie Deezen,Paul Tibbitt Billy West Adventure Animation Comedy Family Fantasy Tim Conway Eddie Deezen
587,Ron Howard,Delroy Lindo,Crime Thriller,Lili Taylor,Ransom,Rene Russo,Ron Howard Delroy Lindo Crime Thriller Lili Taylor Rene Russo
588,Quentin Tarantino,Brad Pitt,Adventure Drama War,Michael Fassbender,Inglourious Basterds,Christoph Waltz,Quentin Tarantino Brad Pitt Adventure Drama War Michael Fassbender Christoph Waltz
589,Steven Spielberg,Julia Roberts,Adventure Comedy Family Fantasy,Robin Williams,Hook,Bob Hoskins,Steven Spielberg Julia Roberts Adventure Comedy Family Fantasy Robin Williams Bob Hoskins
590,Brett Ratner,Rufus Sewell,Action Adventure,Dwayne Johnson,Hercules,Ingrid Bolsø Berdal,Brett Ratner Rufus Sewell Action Adventure Dwayne Johnson Ingrid Bolsø Berdal
591,Renny Harlin,John Amos,Action Thriller,Bruce Willis,Die Hard 2,Franco Nero,Renny Harlin John Amos Action Thriller Bruce Willis Franco Nero
592,Clark Johnson,Josh Charles,Action Adventure Crime Thriller,Jeremy Renner,S.W.A.T.,LL Cool J,Clark Johnson Josh Charles Action Adventure Crime Thriller Jeremy Renner LL Cool J
594,Cameron Crowe,Ivana Milicevic,Fantasy Mystery Romance Sci-Fi Thriller,Tom Cruise,Vanilla Sky,Noah Taylor,Cameron Crowe Ivana Milicevic Fantasy Mystery Romance Sci-Fi Thriller Tom Cruise Noah Taylor
595,M. Night Shyamalan,Freddy Rodríguez,Drama Fantasy Mystery Thriller,Bryce Dallas Howard,Lady in the Water,Bob Balaban,M. Night Shyamalan Freddy Rodríguez Drama Fantasy Mystery Thriller Bryce Dallas Howard Bob Balaban
596,Paul W.S. Anderson,Colin Salmon,Action Horror Sci-Fi Thriller,Sanaa Lathan,AVP: Alien vs. Predator,Raoul Bova,Paul W.S. Anderson Colin Salmon Action Horror Sci-Fi Thriller Sanaa Lathan Raoul Bova
597,Betty Thomas,Bridgit Mendler,Animation Comedy Family Fantasy Music,Amy Poehler,Alvin and the Chipmunks: The Squeakquel,Jesse McCartney,Betty Thomas Bridgit Mendler Animation Comedy Family Fantasy Music Amy Poehler Jesse McCartney
598,Randall Wallace,Marc Blucas,Action Drama History War,Jon Hamm,We Were Soldiers,Chris Klein,Randall Wallace Marc Blucas Action Drama History War Jon Hamm Chris Klein
599,Antoine Fuqua,Morgan Freeman,Action Thriller,Gerard Butler,Olympus Has Fallen,Radha Mitchell,Antoine Fuqua Morgan Freeman Action Thriller Gerard Butler Radha Mitchell
600,Jonathan Frakes,Jonathan Frakes,Action Adventure Sci-Fi Thriller,LeVar Burton,Star Trek: Insurrection,Michael Dorn,Jonathan Frakes Jonathan Frakes Action Adventure Sci-Fi Thriller LeVar Burton Michael Dorn
601,Jonathan Liebesman,Jim Parrack,Action Sci-Fi,Noel Fisher,Battle Los Angeles,Ramon Rodriguez,Jonathan Liebesman Jim Parrack Action Sci-Fi Noel Fisher Ramon Rodriguez
602,Tim Burton,Alison Lohman,Adventure Drama Fantasy,Steve Buscemi,Big Fish,Albert Finney,Tim Burton Alison Lohman Adventure Drama Fantasy Steve Buscemi Albert Finney
603,Mike Nichols,Peter Gerety,Drama Horror Romance Thriller,David Hyde Pierce,Wolf,Ron Rifkin,Mike Nichols Peter Gerety Drama Horror Romance Thriller David Hyde Pierce Ron Rifkin
604,Steven Spielberg,Benedict Cumberbatch,Drama War,Jeremy Irvine,War Horse,Eddie Marsan,Steven Spielberg Benedict Cumberbatch Drama War Jeremy Irvine Eddie Marsan
605,George Clooney,Matt Damon,Drama War,Bill Murray,The Monuments Men,Bob Balaban,George Clooney Matt Damon Drama War Bill Murray Bob Balaban
606,James Cameron,Todd Graff,Adventure Drama Sci-Fi Thriller,Michael Biehn,The Abyss,Mary Elizabeth Mastrantonio,James Cameron Todd Graff Adventure Drama Sci-Fi Thriller Michael Biehn Mary Elizabeth Mastrantonio
607,Oliver Stone,Austin Pendleton,Drama,Frank Langella,Wall Street: Money Never Sleeps,John Buffalo Mailer,Oliver Stone Austin Pendleton Drama Frank Langella John Buffalo Mailer
608,Gary Shore,Sarah Gadon,Action Drama Fantasy Horror War,Dominic Cooper,Dracula Untold,Zach McGowan,Gary Shore Sarah Gadon Action Drama Fantasy Horror War Dominic Cooper Zach McGowan
609,Edward Zwick,Bruce Willis,Action Thriller,Denzel Washington,The Siege,Mark Valley,Edward Zwick Bruce Willis Action Thriller Denzel Washington Mark Valley
610,Matthew Vaughn,David Kelly,Adventure Family Fantasy Romance,Henry Cavill,Stardust,Nathaniel Parker,Matthew Vaughn David Kelly Adventure Family Fantasy Romance Henry Cavill Nathaniel Parker
611,Jean-Jacques Annaud,Mako,Adventure Biography Drama History War,Brad Pitt,Seven Years in Tibet,Victor Wong,Jean-Jacques Annaud Mako Adventure Biography Drama History War Brad Pitt Victor Wong
612,Ron Howard,Clint Howard,Comedy Drama,Channing Tatum,The Dilemma,Chelcie Ross,Ron Howard Clint Howard Comedy Drama Channing Tatum Chelcie Ross
613,Joel Schumacher,Brooke Smith,Action Adventure Comedy Thriller,Anthony Hopkins,Bad Company,Garcelle Beauvais,Joel Schumacher Brooke Smith Action Adventure Comedy Thriller Anthony Hopkins Garcelle Beauvais
614,Andrzej Bartkowiak,Ben Daniels,Action Adventure Horror Sci-Fi,Dwayne Johnson,Doom,Dexter Fletcher,Andrzej Bartkowiak Ben Daniels Action Adventure Horror Sci-Fi Dwayne Johnson Dexter Fletcher
615,Betty Thomas,Phill Lewis,Action Adventure Comedy Thriller,Gary Cole,I Spy,Tate Taylor,Betty Thomas Phill Lewis Action Adventure Comedy Thriller Gary Cole Tate Taylor
616,Måns Mårlind,Stephen Rea,Action Fantasy Horror,Theo James,Underworld: Awakening,Sandrine Holt,Måns Mårlind Stephen Rea Action Fantasy Horror Theo James Sandrine Holt
617,Adam Shankman,Shane Hartline,Comedy Drama Musical Romance,James Martin Kelly,Rock of Ages,Celina Beach,Adam Shankman Shane Hartline Comedy Drama Musical Romance James Martin Kelly Celina Beach
618,Gregory Hoblit,Cole Hauser,Drama War,Bruce Willis,Hart's War,Rory Cochrane,Gregory Hoblit Cole Hauser Drama War Bruce Willis Rory Cochrane
619,Gary McKendry,Robert De Niro,Action Crime Thriller,Jason Statham,Killer Elite,Ben Mendelsohn,Gary McKendry Robert De Niro Action Crime Thriller Jason Statham Ben Mendelsohn
620,John McTiernan,Chris Klein,Action Sci-Fi Sport,LL Cool J,Rollerball,Andrew Bryniarski,John McTiernan Chris Klein Action Sci-Fi Sport LL Cool J Andrew Bryniarski
621,Wych Kaosayananda,Sandrine Holt,Action Crime Sci-Fi Thriller,Talisa Soto,Ballistic: Ecks vs. Sever,Gregg Henry,Wych Kaosayananda Sandrine Holt Action Crime Sci-Fi Thriller Talisa Soto Gregg Henry
622,Mikael Salomon,Minnie Driver,Action Crime Drama Thriller,Morgan Freeman,Hard Rain,Randy Quaid,Mikael Salomon Minnie Driver Action Crime Drama Thriller Morgan Freeman Randy Quaid
623,Bobby Farrelly,Brandy Norwood,Action Adventure Animation Comedy Crime Family Fantasy,Ron Howard,Osmosis Jones,David Hyde Pierce,Bobby Farrelly Brandy Norwood Action Adventure Animation Comedy Crime Family Fantasy Ron Howard David Hyde Pierce
624,Will Finn,Oliver Platt,Adventure Animation Family Fantasy Musical,Lea Michele,Legends of Oz: Dorothy's Return,Jim Belushi,Will Finn Oliver Platt Adventure Animation Family Fantasy Musical Lea Michele Jim Belushi
625,Michael Mann,Archie Kao,Action Crime Drama Mystery Thriller,Chris Hemsworth,Blackhat,Brandon Molale,Michael Mann Archie Kao Action Crime Drama Mystery Thriller Chris Hemsworth Brandon Molale
626,Kerry Conran,Laurence Olivier,Action Adventure Mystery Sci-Fi Thriller,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow,Bai Ling,Kerry Conran Laurence Olivier Action Adventure Mystery Sci-Fi Thriller Angelina Jolie Pitt Bai Ling
627,Michael Caton-Jones,Indira Varma,Crime Mystery Thriller,Charlotte Rampling,Basic Instinct 2,Neil Maskell,Michael Caton-Jones Indira Varma Crime Mystery Thriller Charlotte Rampling Neil Maskell
628,Mikael Håfström,50 Cent,Action Crime Mystery Sci-Fi Thriller,Sylvester Stallone,Escape Plan,Matt Gerald,Mikael Håfström 50 Cent Action Crime Mystery Sci-Fi Thriller Sylvester Stallone Matt Gerald
629,Renny Harlin,Luke Newberry,Action Adventure Fantasy,Roxanne McKee,The Legend of Hercules,Gaia Weiss,Renny Harlin Luke Newberry Action Adventure Fantasy Roxanne McKee Gaia Weiss
630,Phil Alden Robinson,Bruce McGill,Action Drama Thriller,Morgan Freeman,The Sum of All Fears,Philip Baker Hall,Phil Alden Robinson Bruce McGill Action Drama Thriller Morgan Freeman Philip Baker Hall
631,David Slade,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,The Twilight Saga: Eclipse,Anna Kendrick,David Slade Kristen Stewart Adventure Drama Fantasy Romance Robert Pattinson Anna Kendrick
632,Frank Oz,Marlon Brando,Crime Drama Thriller,Robert De Niro,The Score,Gary Farmer,Frank Oz Marlon Brando Crime Drama Thriller Robert De Niro Gary Farmer
633,Pierre Coffin,Miranda Cosgrove,Animation Comedy Family,Steve Carell,Despicable Me,Jack McBrayer,Pierre Coffin Miranda Cosgrove Animation Comedy Family Steve Carell Jack McBrayer
634,Joseph Ruben,Robert Blake,Action Comedy Crime Drama Thriller,Vincent Pastore,Money Train,Aida Turturro,Joseph Ruben Robert Blake Action Comedy Crime Drama Thriller Vincent Pastore Aida Turturro
635,Seth MacFarlane,Morgan Freeman,Comedy,Liam Neeson,Ted 2,Seth MacFarlane,Seth MacFarlane Morgan Freeman Comedy Liam Neeson Seth MacFarlane
636,Alejandro Amenábar,Ashraf Barhom,Adventure Drama History Romance,Max Minghella,Agora,Rupert Evans,Alejandro Amenábar Ashraf Barhom Adventure Drama History Romance Max Minghella Rupert Evans
637,Kinka Usher,Wes Studi,Action Comedy Fantasy Sci-Fi,Janeane Garofalo,Mystery Men,Eddie Izzard,Kinka Usher Wes Studi Action Comedy Fantasy Sci-Fi Janeane Garofalo Eddie Izzard
638,Bobby Farrelly,Larry Joe Campbell,Comedy Romance,Jenna Fischer,Hall Pass,Stephen Merchant,Bobby Farrelly Larry Joe Campbell Comedy Romance Jenna Fischer Stephen Merchant
639,Michael Mann,Rip Torn,Biography Drama Thriller,Al Pacino,The Insider,Debi Mazar,Michael Mann Rip Torn Biography Drama Thriller Al Pacino Debi Mazar
640,Craig Gillespie,Abraham Benrubi,Action Drama History Thriller,Michael Raymond-James,The Finest Hours,Graham McTavish,Craig Gillespie Abraham Benrubi Action Drama History Thriller Michael Raymond-James Graham McTavish
641,Ridley Scott,Simon McBurney,Action Drama Thriller,Leonardo DiCaprio,Body of Lies,Michael Gaston,Ridley Scott Simon McBurney Action Drama Thriller Leonardo DiCaprio Michael Gaston
642,Jay Roach,Stephanie Szostak,Comedy,Steve Carell,Dinner for Schmucks,Bruce Greenwood,Jay Roach Stephanie Szostak Comedy Steve Carell Bruce Greenwood
643,Timur Bekmambetov,Dominic Cooper,Action Fantasy Horror,Rufus Sewell,Abraham Lincoln: Vampire Hunter,Benjamin Walker,Timur Bekmambetov Dominic Cooper Action Fantasy Horror Rufus Sewell Benjamin Walker
644,Jon Amiel,Kevin McNally,Action Crime Romance Thriller,Will Patton,Entrapment,Maury Chaykin,Jon Amiel Kevin McNally Action Crime Romance Thriller Will Patton Maury Chaykin
646,Rob Bowman,Mitch Pileggi,Drama Mystery Sci-Fi Thriller,Martin Landau,The X Files,Jeffrey DeMunn,Rob Bowman Mitch Pileggi Drama Mystery Sci-Fi Thriller Martin Landau Jeffrey DeMunn
647,Doug Lefler,Nonso Anozie,Action Adventure Fantasy War,Colin Firth,The Last Legion,Owen Teale,Doug Lefler Nonso Anozie Action Adventure Fantasy War Colin Firth Owen Teale
648,Steven Spielberg,Vin Diesel,Action Drama War,Tom Hanks,Saving Private Ryan,Matt Damon,Steven Spielberg Vin Diesel Action Drama War Tom Hanks Matt Damon
649,Scott Waugh,Dominic Cooper,Action Crime Drama Thriller,Rami Malek,Need for Speed,Ramon Rodriguez,Scott Waugh Dominic Cooper Action Crime Drama Thriller Rami Malek Ramon Rodriguez
650,Nancy Meyers,Lisa Edelstein,Comedy Fantasy Romance,Judy Greer,What Women Want,Loretta Devine,Nancy Meyers Lisa Edelstein Comedy Fantasy Romance Judy Greer Loretta Devine
651,Chris Wedge,Stephen Root,Adventure Animation Comedy Family,Goran Visnjic,Ice Age,Denis Leary,Chris Wedge Stephen Root Adventure Animation Comedy Family Goran Visnjic Denis Leary
652,Lawrence Kasdan,Michael O'Neill,Drama Horror Sci-Fi Thriller,Morgan Freeman,Dreamcatcher,Reece Thompson,Lawrence Kasdan Michael O'Neill Drama Horror Sci-Fi Thriller Morgan Freeman Reece Thompson
653,Steven Spielberg,Hal Holbrook,Biography Drama History War,Joseph Gordon-Levitt,Lincoln,Bruce McGill,Steven Spielberg Hal Holbrook Biography Drama History War Joseph Gordon-Levitt Bruce McGill
654,Lana Wachowski,Marcus Chong,Action Sci-Fi,Keanu Reeves,The Matrix,Gloria Foster,Lana Wachowski Marcus Chong Action Sci-Fi Keanu Reeves Gloria Foster
655,Ron Howard,Miko Hughes,Adventure Drama History,Tom Hanks,Apollo 13,Kathleen Quinlan,Ron Howard Miko Hughes Adventure Drama History Tom Hanks Kathleen Quinlan
656,Paul Verhoeven,Rachel Ticotin,Action Sci-Fi,Ronny Cox,Total Recall,Marshall Bell,Paul Verhoeven Rachel Ticotin Action Sci-Fi Ronny Cox Marshall Bell
657,Michael Lembeck,Aisha Tyler,Comedy Family Fantasy,Judge Reinhold,The Santa Clause 2,Eric Lloyd,Michael Lembeck Aisha Tyler Comedy Family Fantasy Judge Reinhold Eric Lloyd
658,Tom Hooper,Eddie Redmayne,Drama Musical Romance,Hugh Jackman,Les Misérables,Anne Hathaway,Tom Hooper Eddie Redmayne Drama Musical Romance Hugh Jackman Anne Hathaway
659,Nora Ephron,Jean Stapleton,Comedy Drama Romance,Tom Hanks,You've Got Mail,Dave Chappelle,Nora Ephron Jean Stapleton Comedy Drama Romance Tom Hanks Dave Chappelle
660,Adam McKay,Adam Scott,Comedy,Will Ferrell,Step Brothers,Andrea Savage,Adam McKay Adam Scott Comedy Will Ferrell Andrea Savage
661,Martin Campbell,Tony Amendola,Action Adventure Comedy Romance Thriller Western,Anthony Hopkins,The Mask of Zorro,Stuart Wilson,Martin Campbell Tony Amendola Action Adventure Comedy Romance Thriller Western Anthony Hopkins Stuart Wilson
662,Todd Phillips,RZA,Comedy Drama,Robert Downey Jr.,Due Date,Matt Walsh,Todd Phillips RZA Comedy Drama Robert Downey Jr. Matt Walsh
663,Angelina Jolie Pitt,Jack O'Connell,Biography Drama Sport War,Finn Wittrock,Unbroken,Alex Russell,Angelina Jolie Pitt Jack O'Connell Biography Drama Sport War Finn Wittrock Alex Russell
664,Clint Eastwood,Courtney B. Vance,Action Adventure Thriller,Clint Eastwood,Space Cowboys,William Devane,Clint Eastwood Courtney B. Vance Action Adventure Thriller Clint Eastwood William Devane
665,Renny Harlin,Leon,Action Adventure Thriller,Sylvester Stallone,Cliffhanger,Janine Turner,Renny Harlin Leon Action Adventure Thriller Sylvester Stallone Janine Turner
666,John Woo,Samantha Mathis,Action Crime Thriller,Delroy Lindo,Broken Arrow,Bob Gunton,John Woo Samantha Mathis Action Crime Thriller Delroy Lindo Bob Gunton
667,Jon Turteltaub,Lily Tomlin,Comedy Family Fantasy,Bruce Willis,The Kid,Daniel von Bargen,Jon Turteltaub Lily Tomlin Comedy Family Fantasy Bruce Willis Daniel von Bargen
668,Oliver Stone,Jay Hernandez,Drama History Thriller,Nicolas Cage,World Trade Center,Armando Riesco,Oliver Stone Jay Hernandez Drama History Thriller Nicolas Cage Armando Riesco
669,Mike Newell,Kirsten Dunst,Drama,Julia Roberts,Mona Lisa Smile,Marian Seldes,Mike Newell Kirsten Dunst Drama Julia Roberts Marian Seldes
670,Larry Charles,Aasif Mandvi,Comedy Romance,Sayed Badreya,The Dictator,Horatio Sanz,Larry Charles Aasif Mandvi Comedy Romance Sayed Badreya Horatio Sanz
671,Stanley Kubrick,Vinessa Shaw,Drama Mystery Thriller,Tom Cruise,Eyes Wide Shut,Sydney Pollack,Stanley Kubrick Vinessa Shaw Drama Mystery Thriller Tom Cruise Sydney Pollack
